Study Site,Source,Period Start,Period End,Probable Period,Weight (g),Reference
Pouerua Pa,Huruiki,1400,1600,Early,1.42,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.76,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.19,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.27,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,2.83,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.42,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,12.22,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,13.3,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,22.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,6.97,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,2.69,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,2,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,5.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,6.73,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,12.53,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,2.17,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.19,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.72,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.54,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,3.9,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.59,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,3.52,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.37,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.19,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.42,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.72,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.91,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.29,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.76,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.88,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.87,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.44,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,4.47,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.87,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.82,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,11.4,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.69,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.97,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.32,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.23,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,3.64,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.27,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Mayor Island,1400,1600,Early,7.84,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,12.49,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,4.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,2.43,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,1.19,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,0.83,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.45,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,4.51,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,1.46,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,6.36,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.47,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.2,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1400,1600,Early,1.56,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1400,1600,Early,0.54,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,5.6,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.66,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.73,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,2.28,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.34,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.25,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,2.46,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.74,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Mayor Island,1600,1769,Late,9.16,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,6.27,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,3.8,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,2.12,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,2.45,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,1.68,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Mayor Island,1600,1769,Late,1.2,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1600,1769,Late,0.85,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1600,1769,Late,1.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,89.11,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,10.32,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,13.32,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,3.18,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,6.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,3.71,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,9.65,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,5.94,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,3.36,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,13.58,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,24.9,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,3.38,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.99,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,4.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.77,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.78,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.51,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.89,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,0.41,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.76,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.38,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,3.86,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.71,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.14,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,4.82,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.6,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,3.33,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.51,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,2.41,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.37,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.35,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.97,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.31,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.57,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,1.51,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.5,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.08,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,2.73,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,3.5,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,4.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.21,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.67,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.4,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.5,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.66,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,5.88,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,8.15,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,4.65,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.81,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.74,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.54,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,4.86,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,0.98,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.2,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,2.22,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.82,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.82,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,1.03,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,0.87,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,64.93,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,12.59,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,19.31,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.77,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.16,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.05,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,6.2,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,3.18,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,4.58,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.96,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.73,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.36,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.2,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.57,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.73,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,5.66,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.77,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.62,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.93,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.47,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.53,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.92,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.19,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.69,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.86,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.33,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.69,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,18.36,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.85,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.94,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.23,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.9,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,6.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.23,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,5.28,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.88,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.2,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.96,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.12,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.08,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.7,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.96,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.64,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.81,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,4.49,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.75,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.7,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,19.56,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.45,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.7,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.27,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Huruiki,1769,1840,Late,3.47,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,6.09,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.37,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,8.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,14.86,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,15.07,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.67,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.69,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.31,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.02,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,4.13,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,3.26,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.36,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.27,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,2.39,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.74,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,1.3,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,0.54,McCoy et al (Circumscription) (2014) 
Pouerua Pa,Kaeo,1769,1840,Late,4.13,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,12.48,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,3.24,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,1.54,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.26,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.31,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.19,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.16,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,8.59,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,1.06,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.38,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,0.05,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,6.72,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Fanal Island,1400,1600,Early,6.78,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,5.22,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,3.1,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Fanal Island,1400,1600,Early,1.56,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Fanal Island,1400,1600,Early,0.66,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,14.54,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,12.04,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,0.38,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.21,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,2.89,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,0.46,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.14,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.09,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.07,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.1,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.08,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,12.34,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,1.26,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,1.39,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.8,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,0.21,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.21,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.25,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.11,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.06,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.1,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,0.12,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,0.13,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.04,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,4.41,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,3.44,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,2.44,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.57,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.65,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.4,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.06,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,4.79,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.61,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.1,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Huruiki,1400,1600,Early,0.07,McCoy et al (Circumscription) (2014) 
Lake Owhareiti,Kaeo,1400,1600,Early,0.01,McCoy et al (Circumscription) (2014) 
Oneroa,Cooks Beach,1400,1600,Early,,GMI
Oneroa,Cooks Beach,1400,1600,Early,,GMI
Oneroa,Cooks Beach,1400,1600,Early,,GMI
Oneroa,Cooks Beach,1400,1600,Early,,GMI
Oneroa,Cooks Beach,1400,1600,Early,,GMI
Oneroa,Hahei,1400,1600,Early,,GMI
Oneroa,Hahei,1400,1600,Early,,GMI
Oneroa,Huruiki,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Mayor Island,1400,1600,Early,,GMI
Oneroa,Rotorua,1400,1600,Early,,GMI
Tamewhera,Cooks Beach,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Hahei,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
Tamewhera,Mayor Island,1600,1769,Late,,GMI
